horas_pantalla_diaria,frecuencia_doomscrolling,revisiones_notificaciones_dia,exposicion_recomendaciones_ia,intentos_desintoxicacion,grupo_edad_enc,genero_enc,plataforma_enc,pais_enc,perdida_productividad_pct
9.99,7.26,176,92.5,0,1,2,4,3,48.77
12.23,9.25,154,96.58,4,4,0,4,4,12.16
10.38,3.86,222,70.3,9,4,2,0,2,60.57
9.3,8.62,162,61.96,13,2,2,0,2,62.55
2.71,0.25,231,95.98,12,4,1,0,2,47.86
3.61,7.0,259,75.97,14,1,0,4,1,3.62
1.9,3.65,88,41.75,10,4,0,3,3,56.66
10.83,1.58,178,3.67,9,4,0,1,1,1.45
7.2,3.19,103,54.42,11,2,2,0,1,38.56
12.96,0.66,186,69.5,13,3,1,4,2,35.68
3.11,5.3,113,9.73,13,1,0,4,2,25.68
4.54,1.23,182,38.72,3,1,0,2,3,61.95
4.29,8.36,44,44.36,12,3,1,2,2,25.21
9.37,4.09,200,66.34,12,0,1,0,2,32.53
2.74,1.12,95,54.2,0,0,2,0,1,66.62
11.11,6.06,94,1.58,14,4,2,4,0,67.63
3.18,9.23,129,11.01,4,3,0,3,4,59.06
7.8,2.87,11,99.63,10,0,2,1,3,20.81
1.15,4.18,34,72.55,0,4,2,0,3,26.1
9.05,8.46,56,93.72,4,0,2,3,3,9.94
6.59,7.12,233,98.82,8,3,2,4,2,33.37
5.76,9.53,46,22.42,13,3,0,1,0,42.42
5.84,1.91,51,52.58,11,0,1,0,1,2.64
9.37,8.41,259,41.27,2,3,1,0,0,7.44
6.13,4.11,348,33.43,11,2,2,1,1,30.41
1.54,6.16,206,15.12,14,0,0,2,2,52.71
7.52,7.41,83,98.25,0,4,1,0,3,60.17
5.45,8.2,115,85.7,1,4,2,2,1,29.91
2.38,1.23,161,37.12,9,4,0,1,2,25.76
12.4,2.89,260,99.72,0,4,1,2,3,37.54
8.32,9.76,152,1.75,6,2,0,0,4,51.62
3.11,8.42,104,85.53,9,0,0,3,0,35.14
7.55,8.26,345,45.89,0,1,2,1,0,8.15
7.83,9.81,193,91.24,13,0,1,0,0,5.2
5.95,8.9,314,47.66,4,2,1,1,0,29.3
10.71,2.62,254,62.84,11,4,0,4,4,49.69
5.53,1.46,185,15.76,6,3,1,2,1,46.44
12.77,3.42,180,73.42,14,1,1,4,4,20.28
7.3,8.56,314,15.48,2,3,0,0,1,43.75
7.94,3.49,328,92.62,4,2,1,0,3,49.52
13.49,1.78,122,0.5,4,0,1,3,3,65.38
4.27,6.01,156,68.98,6,4,0,3,4,63.21
8.0,6.75,278,59.73,5,3,1,0,1,36.67
5.2,6.11,302,59.19,12,2,2,0,3,24.34
8.33,4.56,51,72.81,7,1,0,1,2,36.79
4.49,1.29,82,65.82,1,0,2,4,0,67.9
6.42,4.79,225,71.69,14,1,2,3,2,4.41
3.66,7.62,35,53.14,11,0,2,4,0,3.34
4.75,2.17,213,62.67,10,4,0,4,2,59.63
8.12,3.79,335,51.62,5,2,1,3,0,55.1
4.89,7.52,83,21.62,10,1,0,0,0,27.38
3.31,8.14,338,55.07,0,3,0,4,2,23.93
7.66,0.04,227,32.43,14,3,0,2,0,62.05
5.52,0.74,137,64.33,0,2,1,2,3,7.76
12.09,7.82,123,84.92,1,2,0,4,0,7.88
3.65,2.83,171,88.46,0,4,0,3,0,42.91
6.77,2.27,137,95.14,12,4,0,0,1,38.66
8.89,2.62,116,73.65,6,3,2,2,4,61.08
3.97,8.39,215,62.11,9,3,1,3,2,27.46
10.28,5.23,297,82.29,0,4,2,1,2,66.83
1.44,0.92,97,40.78,0,0,2,3,1,41.22
1.99,8.7,349,80.75,0,2,0,2,0,17.67
5.08,0.02,270,47.9,10,3,2,1,4,24.06
1.21,0.94,323,58.34,11,2,1,2,1,61.32
7.71,5.3,66,38.48,10,1,1,1,2,26.19
6.48,3.49,254,40.69,11,3,1,4,3,43.51
12.88,7.85,69,59.68,4,4,1,3,4,0.08
5.22,4.08,327,52.63,10,4,1,2,1,22.23
3.69,5.66,111,5.41,13,3,1,0,0,5.64
9.4,4.19,178,95.56,14,1,2,1,1,5.88
5.04,3.19,176,83.47,0,3,2,4,4,16.65
1.36,4.87,318,99.12,7,2,0,1,3,69.45
7.91,4.59,158,30.39,14,4,1,0,4,8.98
8.98,0.15,110,25.48,5,3,1,0,3,45.74
6.23,7.49,298,15.78,8,3,0,2,3,65.41
4.56,0.39,274,97.85,7,1,0,2,3,18.9
12.91,8.61,282,88.76,0,0,2,1,1,52.88
12.11,6.69,248,29.46,4,1,2,0,4,51.01
8.14,3.2,279,10.77,6,1,1,3,3,16.99
1.29,4.53,214,37.96,2,4,0,1,3,25.95
6.46,7.58,186,13.68,12,0,2,4,0,2.1
13.17,2.47,166,40.36,1,1,1,2,3,67.83
6.35,0.66,227,0.73,12,3,0,4,4,65.38
4.49,6.46,176,15.3,6,3,0,2,3,45.4
8.38,2.46,280,82.86,2,1,2,3,4,41.19
9.69,5.49,256,19.34,5,3,2,3,2,31.52
4.62,1.99,139,19.43,6,4,2,2,3,67.53
7.89,6.49,341,12.6,0,0,0,4,4,2.43
6.54,0.72,8,49.62,6,0,1,2,1,65.63
12.77,3.74,259,85.04,5,2,0,0,3,10.71
7.93,2.82,301,80.41,1,0,2,0,4,24.35
7.39,3.51,252,95.08,12,4,0,1,2,65.23
10.97,8.96,43,14.64,6,2,1,2,3,12.71
13.48,5.59,84,81.05,8,1,2,3,2,35.0
4.59,7.11,118,12.56,14,0,0,3,2,69.84
11.1,5.76,304,58.03,12,1,2,0,4,4.33
10.25,1.01,138,28.29,4,1,1,3,1,43.46
2.19,5.36,33,47.93,2,1,1,3,0,60.76
9.77,1.0,209,35.09,6,1,0,3,3,60.64
12.76,8.62,239,69.21,5,1,2,3,1,19.28
4.07,9.04,26,95.17,5,3,0,2,3,19.73
6.15,5.28,327,69.22,11,4,1,0,0,51.14
8.33,2.51,346,66.75,7,0,0,4,1,48.39
5.13,4.19,227,94.35,2,1,0,3,3,12.62
1.87,6.18,256,47.25,8,2,2,1,0,29.15
4.21,9.34,199,65.83,3,2,0,3,2,57.86
2.95,2.72,313,86.76,10,4,2,0,3,1.44
5.1,4.7,38,13.23,5,1,1,3,3,14.46
9.64,1.69,224,1.39,10,0,2,3,4,62.45
0.52,4.32,171,2.63,0,3,2,4,3,19.14
10.19,1.61,179,50.01,4,4,2,4,2,5.38
1.62,1.01,284,95.4,9,1,2,3,1,36.41
8.6,7.97,216,49.32,1,2,1,3,4,52.54
2.8,2.92,163,0.9,1,1,2,2,0,3.68
8.02,3.68,155,17.94,7,0,2,4,2,60.01
10.08,7.07,233,99.19,5,3,2,0,1,36.52
12.78,7.64,183,48.38,10,1,0,0,0,59.79
7.11,3.86,51,73.05,0,1,2,1,0,53.13
2.84,9.94,298,51.32,6,0,1,0,4,8.26
8.71,5.93,132,3.76,8,3,0,2,2,9.41
6.97,7.33,39,72.62,12,0,2,0,2,19.75
4.66,9.61,28,34.78,0,2,1,1,4,35.96
1.74,5.35,329,25.94,1,1,1,4,3,26.85
12.64,9.63,294,72.1,0,1,1,1,2,62.86
5.89,3.23,255,98.75,14,0,1,1,0,17.2
2.15,0.43,21,12.26,8,0,2,0,3,5.72
1.15,0.46,235,26.55,6,0,2,0,4,26.8
10.25,8.33,303,79.96,10,1,1,3,4,16.2
7.61,4.37,101,56.7,10,2,1,2,2,46.64
2.87,5.49,92,62.49,11,2,1,3,2,69.87
8.28,3.16,185,27.54,1,4,2,0,0,31.65
4.14,1.1,265,68.13,5,3,1,3,0,64.3
8.37,7.77,61,22.76,10,4,2,1,4,66.76
2.19,9.17,181,45.89,12,1,0,2,3,16.86
6.22,6.84,272,97.56,7,0,1,0,3,3.47
12.46,1.06,113,48.1,3,2,2,0,1,14.68
7.16,1.91,84,64.4,9,4,0,4,4,14.53
5.58,2.01,312,95.91,6,0,1,4,0,19.7
8.17,4.76,197,86.91,10,3,2,3,2,54.83
9.92,4.36,98,85.3,6,0,0,2,1,18.03
8.34,6.81,182,87.59,10,1,2,0,3,0.78
4.13,7.08,166,73.84,13,0,2,2,2,53.93
5.73,8.08,104,14.2,5,4,2,4,2,37.08
8.52,9.33,109,50.27,13,3,2,2,1,3.74
4.52,6.4,258,13.26,9,3,2,4,0,0.33
7.19,5.74,155,55.84,2,2,2,2,0,59.52
9.71,2.56,24,98.96,1,1,2,0,4,11.42
12.23,5.87,186,79.58,12,1,0,3,0,19.64
5.5,2.15,62,88.06,12,3,1,1,4,56.45
5.99,0.16,50,98.97,1,2,0,4,4,10.86
1.74,0.19,254,80.66,12,3,2,3,3,34.89
5.25,2.73,298,44.12,2,0,2,1,0,57.55
7.26,2.31,280,28.6,9,2,1,2,1,66.62
8.66,7.66,241,42.29,0,2,1,3,3,62.15
9.09,1.95,246,12.89,11,1,1,2,3,49.47
4.81,2.92,323,15.74,1,4,2,1,2,27.05
8.69,6.3,162,77.06,11,4,1,4,3,26.25
8.24,6.34,57,57.27,12,4,0,3,3,57.6
9.15,1.83,275,7.1,8,2,1,2,1,62.75
0.82,9.66,222,37.99,13,3,0,3,4,50.06
12.47,4.96,91,25.47,9,0,1,4,0,47.51
1.63,8.57,227,90.78,9,0,0,4,2,4.78
0.75,2.98,73,2.49,3,1,1,3,1,61.22
4.23,8.34,222,79.82,11,0,1,1,4,52.27
7.22,8.67,150,49.63,11,2,2,1,1,55.3
2.17,6.0,164,84.15,8,0,0,4,2,14.55
1.18,6.74,111,70.62,8,2,1,2,4,67.41
3.86,9.51,104,55.32,7,3,2,0,3,40.41
6.09,0.83,325,82.93,9,2,2,4,3,11.37
10.65,5.38,57,58.39,4,2,0,0,4,48.32
8.03,4.58,229,15.22,9,1,2,0,1,28.11
1.37,5.3,144,55.94,5,4,2,0,2,68.62
12.49,5.42,221,71.59,3,4,2,2,0,8.83
9.15,7.18,11,76.78,9,2,2,1,4,50.83
10.91,9.18,165,11.87,13,4,0,0,1,27.21
6.04,6.49,144,77.36,11,0,2,0,2,50.89
13.0,8.32,70,18.03,0,4,0,2,4,42.02
6.29,3.33,292,10.17,5,2,2,1,1,22.08
13.18,5.43,290,38.21,4,4,2,3,0,14.95
12.63,8.68,120,21.53,10,1,1,3,0,6.73
11.19,3.51,36,13.55,5,4,2,2,0,50.31
5.13,7.14,262,47.97,10,4,1,2,2,46.14
6.43,1.45,137,97.02,5,0,1,3,1,41.72
8.53,1.68,223,11.45,1,3,1,2,1,60.82
6.98,1.56,142,1.68,5,1,1,0,4,30.96
2.58,9.23,337,4.21,11,3,0,2,0,67.37
13.06,0.21,297,80.16,12,0,1,2,0,37.55
6.69,9.05,294,2.19,13,3,2,1,2,33.18
7.65,8.2,347,79.33,5,2,0,4,4,11.31
4.37,6.21,328,82.85,11,2,2,2,2,45.71
5.25,0.23,166,30.38,5,1,0,4,3,65.39
5.61,9.75,81,47.27,3,2,1,4,2,2.84
8.61,9.03,214,76.47,4,0,1,2,3,57.7
5.59,8.88,230,10.99,6,3,0,1,4,33.94
2.81,9.37,348,76.49,1,4,2,3,3,15.19
2.76,2.17,262,25.36,14,2,0,1,4,9.58
11.03,0.94,210,48.25,10,2,0,1,0,66.76
5.0,7.2,69,31.89,14,4,1,2,0,16.95
2.9,1.87,81,48.08,2,1,1,4,1,6.26
4.8,9.87,82,4.74,9,2,0,1,4,50.64
4.08,7.98,170,47.8,9,3,0,3,2,2.57
10.7,6.75,57,4.75,10,0,2,0,2,0.12
7.48,1.26,263,27.34,2,4,1,2,4,67.59
3.98,0.88,241,44.9,12,3,1,2,0,64.86
10.21,6.79,209,95.5,9,2,0,4,2,48.46
4.12,4.99,193,18.74,8,0,1,2,2,6.02
8.76,0.99,229,27.81,9,2,0,3,1,16.23
0.74,1.48,309,18.84,4,1,0,4,1,52.79
9.57,8.13,180,24.36,13,4,0,3,3,66.77
3.4,2.62,275,26.59,0,3,2,0,0,24.93
8.93,2.17,70,90.9,8,4,1,3,4,43.06
7.26,8.94,40,0.78,1,1,1,1,0,28.47
5.96,7.44,161,57.62,5,4,1,2,4,45.96
6.05,6.84,218,16.5,7,1,0,3,0,34.46
2.43,3.58,286,21.85,4,0,0,2,2,21.47
3.71,3.11,182,75.05,0,2,0,2,3,52.36
8.2,2.82,6,71.6,7,3,1,1,0,25.05
13.07,3.42,306,48.62,7,1,0,3,3,64.17
0.55,5.52,154,96.74,12,1,0,2,1,16.94
11.88,7.58,76,85.46,4,2,2,2,0,12.75
8.3,0.04,179,66.13,10,2,1,3,3,31.16
12.92,6.17,90,75.5,13,2,1,0,3,18.33
9.67,5.06,19,48.3,4,0,1,2,0,66.14
10.19,0.97,237,72.75,9,1,0,3,2,34.24
3.74,8.83,225,34.51,10,3,1,0,1,19.95
1.46,5.2,14,84.7,9,3,2,0,4,38.08
10.51,8.01,65,81.64,4,4,1,1,0,40.04
1.73,7.13,289,52.41,12,2,0,1,0,24.64
2.08,9.83,202,45.08,1,0,1,4,4,27.97
3.7,0.29,92,84.34,10,2,2,3,0,45.42
10.91,8.35,120,64.33,2,4,1,3,0,6.07
1.03,9.18,32,58.78,4,4,2,2,2,36.51
4.2,0.19,16,73.14,6,1,2,1,2,63.27
0.79,5.66,25,68.23,8,3,1,2,0,60.24
0.68,0.93,11,40.81,1,3,0,2,1,42.65
6.42,3.03,319,18.19,8,4,1,0,3,68.23
2.58,5.95,159,50.55,0,3,1,2,4,57.15
12.44,1.19,128,84.09,1,3,2,0,4,57.28
5.54,8.24,298,9.66,14,3,1,3,4,37.87
11.67,7.89,54,53.33,3,4,0,2,4,19.51
5.58,3.37,117,71.72,11,4,2,4,0,32.7
6.11,5.27,70,23.78,13,4,2,0,0,33.52
9.39,4.73,213,32.58,2,2,1,1,4,42.12
4.57,1.54,131,86.35,7,4,1,4,2,66.11
10.97,1.14,196,88.42,8,4,0,1,0,49.09
11.31,3.96,287,98.53,0,2,1,3,1,59.94
4.03,3.58,197,79.66,1,4,0,2,1,53.91
7.88,7.43,270,11.43,14,3,0,4,4,40.33
1.26,5.14,347,39.76,9,2,1,1,2,60.56
12.59,4.17,252,6.26,8,0,2,3,2,21.86
9.19,2.0,272,16.41,13,4,2,4,4,22.8
12.4,5.04,122,57.87,12,1,0,1,4,44.07
3.63,9.67,182,69.22,10,1,1,0,3,29.83
3.94,7.03,185,81.38,7,0,2,4,0,16.12
8.47,6.42,227,79.21,8,3,0,0,2,57.4
13.1,7.83,346,2.65,13,3,0,2,2,22.53
10.67,8.99,18,9.91,4,1,1,3,2,37.56
10.84,4.93,197,30.22,3,3,1,2,1,2.5
7.08,6.39,180,26.64,13,0,0,3,2,21.36
13.2,1.36,293,68.75,1,1,0,3,3,33.91
10.66,4.84,309,12.36,13,1,1,0,0,47.85
13.4,6.55,44,32.18,4,1,1,2,0,27.77
11.16,1.67,101,84.66,13,1,1,1,1,57.49
1.35,0.88,50,31.66,9,1,1,3,3,33.07
5.52,2.69,101,36.67,8,3,2,1,1,41.0
6.48,9.56,172,71.3,6,0,0,3,0,38.74
4.82,9.17,131,15.33,8,0,1,4,3,20.16
9.84,7.65,48,24.42,5,4,0,3,3,59.53
7.88,1.32,283,29.3,6,0,0,0,0,52.25
5.72,6.61,63,49.94,7,3,2,4,1,65.65
12.02,8.82,84,67.92,6,1,1,0,1,53.21
3.49,8.49,74,16.77,7,4,0,2,4,17.54
13.3,6.51,201,41.89,6,0,1,1,0,44.26
11.68,7.5,227,89.99,6,3,2,0,0,20.18
3.97,4.69,334,2.6,6,1,1,3,3,5.86
12.39,3.03,284,1.66,8,3,0,0,0,15.89
1.4,9.44,323,23.78,12,4,1,3,2,67.26
6.66,5.19,188,39.3,9,4,2,0,2,19.49
6.37,5.35,13,12.08,1,4,2,3,1,10.07
4.53,8.05,88,73.86,14,0,2,4,2,56.28
2.64,1.18,64,39.15,3,2,0,3,1,68.41
6.36,7.89,151,66.85,5,2,1,0,4,48.81
1.51,3.73,172,15.69,5,2,0,0,1,5.44
2.89,7.67,134,87.8,8,0,0,4,4,3.09
4.23,4.26,250,47.37,1,3,0,0,4,32.14
8.25,8.58,25,48.32,4,4,1,2,2,40.66
2.81,4.37,258,53.77,4,1,1,0,3,60.99
11.96,9.4,234,55.86,10,4,2,0,3,0.02
7.13,6.14,126,79.99,0,1,2,3,3,5.96
9.52,4.13,221,21.98,1,2,0,0,4,37.77
4.5,8.45,214,75.42,14,1,0,4,2,20.75
8.26,1.42,183,48.96,11,0,1,1,0,50.79
8.36,3.61,61,29.12,14,0,2,3,0,52.29
4.96,3.2,247,25.06,12,1,1,3,3,12.35
8.58,7.32,44,97.61,5,0,0,1,0,44.57
9.81,5.41,59,31.75,2,4,0,2,2,26.11
4.66,9.11,343,52.22,5,2,0,3,1,27.88
9.95,7.71,89,58.51,4,4,0,2,0,61.95
8.7,2.63,233,37.92,4,2,2,0,3,54.72
0.81,9.07,232,49.76,14,4,2,3,1,24.17
2.82,1.2,48,33.67,12,1,2,2,3,47.55
7.27,4.59,203,17.93,5,3,2,1,1,23.83
10.31,2.78,286,91.84,1,4,0,4,1,15.38
12.51,5.24,24,74.6,12,1,0,4,0,19.37
4.17,4.73,346,92.86,6,3,1,0,4,38.41
3.84,3.3,329,91.17,5,4,2,1,2,14.81
6.58,5.87,94,19.84,11,2,2,0,2,62.44
5.74,0.25,74,87.96,8,2,2,4,4,11.35
3.0,2.54,234,14.15,4,3,1,2,1,59.82
7.25,4.87,233,24.01,13,1,0,1,4,31.19
9.03,4.6,208,88.96,9,0,1,4,3,21.21
5.12,1.01,199,34.47,5,1,2,1,3,31.27
5.46,9.15,186,32.3,13,3,0,4,1,63.86
13.4,1.89,183,33.89,5,2,2,1,1,40.97
11.87,7.62,74,7.83,1,3,0,2,1,11.72
6.23,3.11,293,28.04,1,0,2,4,2,56.96
6.16,4.47,261,36.1,12,2,2,4,0,40.91
7.68,1.37,326,55.54,1,1,1,4,3,18.17
7.77,0.27,158,92.14,11,1,2,2,2,15.14
6.33,1.16,159,22.22,6,1,2,4,2,57.1
7.83,0.01,28,81.64,1,2,2,1,0,3.51
6.63,1.82,301,19.67,4,3,1,0,0,22.69
10.06,9.6,47,28.76,12,4,1,3,2,29.07
10.36,6.33,111,13.01,3,3,0,4,3,49.79
10.95,9.26,14,77.25,1,0,1,2,0,20.12
3.82,1.72,257,32.37,10,0,1,2,1,59.21
1.64,0.16,177,66.63,9,0,1,3,4,17.92
8.24,8.48,217,27.18,14,4,0,4,0,56.48
8.28,5.77,27,13.05,11,2,0,3,1,17.22
11.95,1.59,243,35.55,9,2,1,3,2,69.78
8.91,3.61,59,4.23,14,0,0,2,3,60.57
4.53,5.55,124,44.29,0,4,2,3,2,34.81
10.8,6.93,87,91.12,11,4,2,2,4,24.15
8.57,0.82,220,69.53,0,1,2,1,2,50.06
3.19,5.43,56,92.17,2,0,0,4,3,1.14
2.36,8.17,81,66.93,3,0,2,2,2,0.41
5.69,5.03,12,16.67,7,2,2,1,3,47.12
1.68,5.22,174,90.18,12,3,0,4,0,0.08
10.18,8.39,226,52.51,4,1,2,4,2,58.05
13.39,8.86,273,41.88,0,3,2,1,2,24.98
8.15,4.59,328,67.56,13,3,0,2,4,9.86
3.59,5.94,314,23.46,8,0,0,2,2,50.44
4.05,4.02,331,28.76,11,0,0,3,1,4.3
8.26,3.31,163,84.11,2,4,2,2,3,5.82
7.33,2.29,345,90.46,10,2,2,1,2,54.36
8.16,0.28,53,56.12,7,1,1,0,3,43.5
11.37,5.49,99,90.65,6,2,2,4,0,64.94
4.0,8.39,92,38.2,12,1,2,1,4,0.33
9.48,0.71,35,95.61,5,1,2,3,2,48.87
1.63,3.23,212,94.24,3,3,0,1,3,59.02
12.5,9.12,240,99.8,4,2,0,1,0,29.43
11.36,0.3,88,65.28,14,1,2,2,4,30.42
4.24,3.05,13,12.77,7,3,2,1,0,24.22
12.04,3.57,310,75.35,10,0,1,2,3,8.29
2.82,3.65,239,23.67,8,1,2,4,2,46.09
10.32,7.99,166,40.23,7,3,2,4,0,56.89
6.49,1.61,225,7.15,6,1,1,1,4,55.42
2.28,5.13,28,62.29,4,0,2,1,2,19.02
1.28,7.48,16,90.06,0,2,0,0,2,53.34
6.18,4.21,155,60.89,9,4,1,2,4,45.65
10.75,5.15,260,10.75,14,1,2,4,1,37.93
9.49,5.69,245,13.97,13,0,2,3,2,20.89
3.03,4.73,238,43.76,12,2,1,2,1,58.17
3.03,1.18,91,59.6,7,4,0,1,2,33.53
7.99,7.83,191,58.04,1,4,0,0,0,11.6
9.53,8.07,77,72.06,14,4,1,3,4,59.78
10.77,3.21,278,94.8,6,4,2,3,2,18.71
2.66,5.97,329,9.67,1,0,1,1,1,69.0
4.93,0.18,10,10.95,10,0,2,0,3,56.42
2.39,5.07,126,23.84,9,0,2,4,0,4.11
6.77,9.32,343,17.63,5,4,2,4,4,16.83
2.2,7.12,133,93.7,4,0,0,2,0,1.07
8.97,4.81,184,49.75,1,4,1,1,3,36.64
11.47,0.42,87,12.71,10,2,2,0,4,6.27
4.84,5.71,244,10.29,12,0,1,0,3,67.58
4.36,2.02,303,75.3,3,1,0,3,1,13.18
12.97,1.79,45,13.12,3,1,2,2,4,14.24
8.6,2.51,180,92.61,13,1,0,1,4,56.82
4.79,7.67,322,87.15,9,3,0,3,4,17.15
4.34,8.54,342,19.29,8,4,0,1,2,11.33
3.46,9.8,35,70.07,13,2,2,2,3,3.14
7.31,3.05,248,45.44,6,2,0,3,4,6.46
10.92,8.9,131,82.39,0,0,2,1,0,11.97
9.26,2.54,18,68.79,10,4,1,2,4,51.66
0.84,8.96,310,61.35,3,2,1,3,4,10.1
10.7,0.09,263,79.04,10,3,2,2,4,14.49
2.87,2.38,87,33.11,4,4,1,3,1,13.58
8.25,4.34,166,68.29,7,4,1,2,3,31.17
8.54,8.7,146,81.86,8,0,1,4,1,16.17
8.16,2.84,272,59.78,3,1,1,4,1,1.47
1.04,2.68,274,83.39,10,4,2,0,2,12.99
10.2,7.89,171,37.31,1,3,0,0,1,9.18
11.1,8.23,346,74.37,2,1,1,2,1,51.72
10.92,5.02,84,56.07,9,4,2,0,3,20.31
2.82,7.22,326,16.21,13,2,0,2,2,11.07
8.53,3.37,113,16.98,8,1,0,2,1,67.77
2.32,1.7,197,82.52,8,4,2,2,3,3.46
5.05,1.3,303,63.93,12,3,1,3,4,40.68
13.27,9.85,330,86.62,2,2,0,1,1,28.4
12.8,8.93,349,62.62,10,4,1,2,1,15.87
9.24,0.4,28,49.47,2,1,2,4,2,20.67
6.04,4.96,18,82.23,3,3,1,0,2,44.19
9.13,3.36,262,2.49,7,2,2,3,0,14.84
6.21,5.77,321,73.72,10,4,2,2,2,15.18
10.51,7.45,224,90.82,2,4,0,3,0,11.37
1.07,4.49,93,15.03,9,3,2,1,0,25.25
9.9,3.81,73,86.46,10,2,2,3,1,31.87
13.23,9.42,128,40.2,9,3,1,2,2,24.57
1.14,1.31,202,25.23,2,2,0,1,0,9.3
11.98,6.55,114,16.8,5,0,0,1,3,10.64
3.9,4.82,244,88.54,10,2,2,3,0,24.48
9.64,5.33,117,54.15,2,1,0,4,1,58.17
2.09,1.16,60,43.54,7,1,1,1,4,63.81
3.39,1.91,225,81.35,7,1,1,4,2,21.71
7.23,0.37,209,47.36,12,4,2,4,4,41.99
10.94,4.41,249,9.28,13,0,0,0,3,6.88
0.79,7.41,327,62.6,2,3,1,1,3,49.7
12.78,8.62,120,69.49,4,4,0,3,1,1.12
5.12,9.48,154,0.8,2,0,1,4,2,54.3
7.07,6.19,263,49.17,0,2,0,1,4,49.53
2.55,8.14,15,66.25,11,0,2,0,1,12.56
10.98,3.6,40,15.08,1,4,0,3,0,47.52
13.07,6.25,346,56.57,2,1,0,0,3,36.73
8.12,8.25,52,88.64,1,0,1,4,2,64.32
11.45,3.1,180,8.33,10,2,2,4,3,42.14
11.56,8.24,45,27.59,7,0,0,4,0,64.12
9.43,8.52,215,39.32,0,0,0,2,1,40.58
5.21,0.06,305,92.32,0,2,2,3,0,56.97
13.37,7.21,302,2.4,10,3,0,4,0,35.8
8.26,5.69,330,88.84,9,3,1,2,4,62.82
1.55,5.13,143,14.49,7,3,1,4,2,9.25
1.36,8.01,265,90.71,13,3,1,1,0,47.61
5.77,9.46,164,5.25,4,3,2,3,4,1.64
13.47,5.5,114,35.37,3,2,0,4,2,19.56
4.21,2.28,220,22.88,1,1,2,3,0,8.35
8.98,7.65,68,75.22,8,1,1,1,2,35.3
5.98,8.11,328,27.99,1,4,1,1,3,55.9
1.62,8.15,248,22.06,13,2,0,4,0,44.8
4.87,8.49,325,88.9,12,0,0,4,0,19.63
1.43,0.23,196,55.74,3,3,0,0,1,45.3
9.21,1.24,198,40.75,1,1,2,2,1,32.98
9.55,2.33,145,10.37,10,2,1,3,3,41.91
0.98,0.57,32,31.66,2,1,0,3,3,32.5
10.33,6.87,89,50.35,6,2,1,4,3,19.16
2.97,9.75,119,89.28,13,2,2,4,1,51.6
12.82,0.92,14,90.45,0,0,0,0,3,40.47
4.29,9.27,78,95.47,10,0,2,4,1,33.52
9.87,2.41,127,44.52,11,3,0,0,1,30.52
7.93,2.4,128,31.08,13,1,0,0,3,36.54
6.65,8.11,284,90.27,11,4,0,2,1,41.74
7.44,0.91,192,75.33,1,4,2,3,4,24.5
9.28,0.43,315,88.53,5,1,2,4,1,22.66
10.25,0.13,236,65.82,9,3,2,0,0,44.21
11.72,9.32,314,21.9,14,0,1,4,0,2.73
10.28,4.67,243,54.19,14,0,1,4,4,57.99
9.53,9.6,205,18.79,4,0,0,3,3,58.1
4.99,5.94,329,27.39,1,0,1,3,1,15.58
11.37,3.33,171,0.86,8,1,1,3,2,33.08
1.99,0.18,43,1.39,1,3,0,2,2,31.1
5.2,2.98,321,75.56,1,1,2,4,1,69.37
12.39,4.52,224,41.05,13,4,0,1,1,60.77
13.42,9.39,303,42.44,5,3,2,4,4,51.89
12.6,7.02,252,70.68,7,2,0,3,3,56.43
2.78,4.15,289,55.12,6,2,1,0,0,17.48
5.1,4.96,212,20.68,1,3,1,2,1,34.35
3.54,8.11,114,70.1,1,4,2,4,4,0.13
11.74,6.0,262,54.55,4,4,1,3,0,66.97
9.26,9.7,40,53.27,10,0,1,1,1,10.8
11.77,7.99,114,87.31,7,2,2,4,1,23.9
1.31,9.27,250,82.91,11,3,0,2,4,32.79
1.41,0.87,53,87.21,10,3,0,4,3,32.26
5.1,9.69,321,51.46,4,4,2,1,1,45.08
10.76,6.36,52,57.22,13,0,0,2,3,69.63
1.03,4.01,190,7.07,8,2,2,1,3,39.98
8.23,2.84,112,1.1,3,0,2,3,3,41.24
4.12,1.53,209,19.24,11,2,2,1,2,56.4
0.84,1.42,214,19.64,12,4,2,0,1,50.73
11.93,5.19,48,50.05,4,3,2,1,1,56.06
4.77,9.94,26,60.66,1,4,1,4,0,51.78
7.17,2.62,73,24.33,4,1,0,4,2,12.6
11.63,2.62,23,84.44,8,1,2,4,3,41.92
8.44,8.46,160,88.31,1,2,2,1,4,0.16
11.19,6.04,277,81.43,0,2,0,1,1,13.3
0.89,8.79,51,32.68,7,1,0,3,0,0.29
11.11,7.39,254,44.94,5,3,0,2,0,36.02
7.21,0.32,79,51.6,2,0,2,2,4,51.71
10.19,7.75,159,49.13,1,0,0,4,1,5.83
12.85,3.4,31,32.58,1,3,1,0,2,42.23
9.72,7.85,289,89.13,1,3,2,1,3,16.78
5.56,4.25,275,29.41,7,4,0,2,3,46.33
13.48,3.03,292,27.25,1,2,2,3,1,47.33
2.35,1.35,116,50.02,14,0,0,2,0,21.41
5.85,4.32,41,91.57,12,2,1,3,3,51.45
12.68,0.14,156,0.79,13,0,1,2,3,20.45
7.6,3.88,193,37.56,0,1,1,3,2,42.09
10.13,3.3,240,22.54,11,4,2,0,1,66.08
